[2025-09-30 15:11:05.612] === Slinger Agent Debug Log ===
[2025-09-30 15:11:05.612] Log file: c:\slinger_agent_debug.log
[2025-09-30 15:11:05.612] Agent started
[2025-09-30 15:11:05.612] === BINARY STARTED ===
[2025-09-30 15:11:05.612][ENTRY] main() called
[2025-09-30 15:11:05.612][ENTRY] Calling obfuscated main function
[2025-09-30 15:11:05.612] === AGENT ENTRY POINT ===
[2025-09-30 15:11:05.612][MAIN] Main function entered
[2025-09-30 15:11:05.612][MAIN] Control flow value: 0
[2025-09-30 15:11:05.612][INIT] Initializing SlingerAgent
[2025-09-30 15:11:05.612][INIT] Generating pipe name
[2025-09-30 15:11:05.612][INIT] Using custom pipe name: slinger
[2025-09-30 15:11:05.612][INIT] Agent initialized with pipe: slinger
[2025-09-30 15:11:05.612][MAIN] Agent run() started
[2025-09-30 15:11:05.612][MAIN] Pipe name: slinger
[2025-09-30 15:11:05.612][PIPE] Initializing pipe communication
[2025-09-30 15:11:05.612][PIPE] Pipe initialized successfully
[2025-09-30 15:11:05.612][MAIN] Entering main connection loop
[2025-09-30 15:11:05.612][PIPE] Waiting for client connection
[2025-09-30 15:11:05.612][PIPE] Connection attempt 1/3
[2025-09-30 15:11:23.362][PIPE] Client connected successfully
[2025-09-30 15:11:23.362][PIPE] Sending handshake
[2025-09-30 15:11:23.362][MAIN] Starting command processing
[2025-09-30 15:11:23.362][EXEC] Entering command processing loop
[2025-09-30 15:11:23.472][EXEC] Empty read, count: 1
[2025-09-30 15:11:23.581][EXEC] Empty read, count: 2
[2025-09-30 15:11:23.690][EXEC] Empty read, count: 3
[2025-09-30 15:11:23.800][EXEC] Empty read, count: 4
[2025-09-30 15:11:23.909][EXEC] Empty read, count: 5
[2025-09-30 15:11:24.018][EXEC] Empty read, count: 6
[2025-09-30 15:11:24.128][EXEC] Empty read, count: 7
[2025-09-30 15:11:24.237][EXEC] Empty read, count: 8
[2025-09-30 15:11:24.347][EXEC] Empty read, count: 9
[2025-09-30 15:11:24.456][EXEC] Empty read, count: 10
[2025-09-30 15:11:24.565][EXEC] Empty read, count: 11
[2025-09-30 15:11:24.675][EXEC] Empty read, count: 12
[2025-09-30 15:11:24.784][EXEC] Empty read, count: 13
[2025-09-30 15:11:24.893][EXEC] Empty read, count: 14
[2025-09-30 15:11:25.003][EXEC] Empty read, count: 15
[2025-09-30 15:11:25.112][EXEC] Empty read, count: 16
[2025-09-30 15:11:25.222][EXEC] Empty read, count: 17
[2025-09-30 15:11:25.331][EXEC] Empty read, count: 18
[2025-09-30 15:11:25.440][EXEC] Empty read, count: 19
[2025-09-30 15:11:25.550][EXEC] Empty read, count: 20
[2025-09-30 15:11:25.659][EXEC] Empty read, count: 21
[2025-09-30 15:11:25.768][EXEC] Empty read, count: 22
[2025-09-30 15:11:25.878][EXEC] Empty read, count: 23
[2025-09-30 15:11:25.987][EXEC] Empty read, count: 24
[2025-09-30 15:11:26.097][EXEC] Empty read, count: 25
[2025-09-30 15:11:26.206][EXEC] Empty read, count: 26
[2025-09-30 15:11:26.315][EXEC] Empty read, count: 27
[2025-09-30 15:11:26.425][EXEC] Empty read, count: 28
[2025-09-30 15:11:26.534][EXEC] Empty read, count: 29
[2025-09-30 15:11:26.643][EXEC] Empty read, count: 30
[2025-09-30 15:11:26.753][EXEC] Empty read, count: 31
[2025-09-30 15:11:26.862][EXEC] Empty read, count: 32
[2025-09-30 15:11:26.972][EXEC] Empty read, count: 33
[2025-09-30 15:11:27.081][EXEC] Empty read, count: 34
[2025-09-30 15:11:27.190][EXEC] Empty read, count: 35
[2025-09-30 15:11:27.300][EXEC] Empty read, count: 36
[2025-09-30 15:11:27.409][EXEC] Empty read, count: 37
[2025-09-30 15:11:27.518][EXEC] Empty read, count: 38
[2025-09-30 15:11:27.628][EXEC] Empty read, count: 39
[2025-09-30 15:11:27.737][EXEC] Empty read, count: 40
[2025-09-30 15:11:27.847][EXEC] Empty read, count: 41
[2025-09-30 15:11:27.956][EXEC] Empty read, count: 42
[2025-09-30 15:11:28.065][EXEC] Empty read, count: 43
[2025-09-30 15:11:28.175][EXEC] Empty read, count: 44
[2025-09-30 15:11:28.284][EXEC] Empty read, count: 45
[2025-09-30 15:11:28.393][EXEC] Empty read, count: 46
[2025-09-30 15:11:28.503][EXEC] Empty read, count: 47
[2025-09-30 15:11:28.612][EXEC] Empty read, count: 48
[2025-09-30 15:11:28.722][EXEC] Received command:  §´
[2025-09-30 15:11:28.722][EXEC] Executing command
[2025-09-30 15:11:28.722][EXEC] Command executed, response length: 93
[2025-09-30 15:11:28.722][EXEC] Response sent
[2025-09-30 15:11:28.847][EXEC] Empty read, count: 1
[2025-09-30 15:11:28.956][EXEC] Empty read, count: 2
[2025-09-30 15:11:29.065][EXEC] Empty read, count: 3
[2025-09-30 15:11:29.175][EXEC] Empty read, count: 4
[2025-09-30 15:11:29.284][EXEC] Empty read, count: 5
[2025-09-30 15:11:29.393][EXEC] Empty read, count: 6
[2025-09-30 15:11:29.503][EXEC] Empty read, count: 7
[2025-09-30 15:11:29.612][EXEC] Empty read, count: 8
[2025-09-30 15:11:29.722][EXEC] Empty read, count: 9
[2025-09-30 15:11:29.831][EXEC] Empty read, count: 10
[2025-09-30 15:11:29.940][EXEC] Empty read, count: 11
[2025-09-30 15:11:30.050][EXEC] Empty read, count: 12
[2025-09-30 15:11:30.159][EXEC] Empty read, count: 13
[2025-09-30 15:11:30.268][EXEC] Empty read, count: 14
[2025-09-30 15:11:30.378][EXEC] Received command: ¼£
[2025-09-30 15:11:30.378][EXEC] Executing command
[2025-09-30 15:11:30.378][EXEC] Command executed, response length: 93
